pathway,overlap_genes,overlap_count,pathway_size,enrichment_ratio,pvalue,rank,fdr
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_8D,"DDIT3, HSPA5",2,859,2.74,0.16411754876950713,2309,0.20342331077450385
GOBP_POSITIVE_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY,ERN1,1,210,5.6,0.16432536526156186,2310,0.2035927252721169
SANSOM_APC_TARGETS,SOX9,1,211,5.58,0.1650432262413776,2314,0.20412865752066667
GOBP_PROTEIN_FOLDING,HSPA5,1,211,5.58,0.1650432262413776,2313,0.20421691029088745
WANG_TUMOR_INVASIVENESS_DN,ATF4,1,211,5.58,0.1650432262413776,2312,0.20430523940433507
BHAT_ESR1_TARGETS_NOT_VIA_AKT1_UP,XBP1,1,211,5.58,0.1650432262413776,2311,0.20439364496011367
HP_IRRITABILITY,ABCC8,1,212,5.55,0.1657605068090616,2317,0.204750354116329
HP_INCREASED_SUSCEPTIBILITY_TO_FRACTURES,SOX9,1,212,5.55,0.1657605068090616,2316,0.20483876100498025
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP,SOX9,1,212,5.55,0.1657605068090616,2315,0.20492724427107312
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,INS,1,213,5.52,0.16647720740458635,2321,0.20528124411543566
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,INS,1,213,5.52,0.16647720740458635,2320,0.20536972741031298
GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS,ABCC8,1,213,5.52,0.16647720740458635,2319,0.20545828701678576
GOMF_NUCLEASE_ACTIVITY,ERN1,1,213,5.52,0.16647720740458635,2318,0.20554692303361782
GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION,DDIT3,1,214,5.5,0.16719332846761373,2322,0.20607549787868668
GOBP_AMIDE_BIOSYNTHETIC_PROCESS,"ATF4, EIF2AK3",2,870,2.7,0.16745150585493673,2323,0.20630486859958197
ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN,"SOX9, ABCC8",2,871,2.7,0.1677552666961843,2324,0.20659017783325279
HP_ABNORMAL_ADIPOSE_TISSUE_MORPHOLOGY,SLC2A2,1,215,5.47,0.16790887043749395,2326,0.2066015422150076
TIEN_INTESTINE_PROBIOTICS_24HR_DN,HSPA5,1,215,5.47,0.16790887043749395,2325,0.20669040309337963
HP_APLASIA_HYPOPLASIA_AFFECTING_BONES_OF_THE_AXIAL_SKELETON,"SOX9, EIF2AK3",2,872,2.7,0.16805913822005922,2327,0.20669757352204962
KIM_WT1_TARGETS_UP,SOX9,1,216,5.45,0.16862383375326667,2330,0.20712506961452756
GOCC_EXOCYTIC_VESICLE,ABCC8,1,216,5.45,0.16862383375326667,2329,0.20721400266288073
LOCKWOOD_AMPLIFIED_IN_LUNG_CANCER,DDIT3,1,216,5.45,0.16862383375326667,2328,0.20730301211419638
GOBP_LIPID_MODIFICATION,SOX9,1,217,5.42,0.16933821885366063,2331,0.20791333434542117
GOBP_IMMUNOGLOBULIN_PRODUCTION,XBP1,1,218,5.4,0.1700520261770943,2335,0.20843207662477256
GOBP_BONE_DEVELOPMENT,SOX9,1,218,5.4,0.1700520261770943,2334,0.20852137914260666
HP_ABNORMAL_RENAL_PELVIS_MORPHOLOGY,SOX9,1,218,5.4,0.1700520261770943,2333,0.20861075821639258
HP_ABNORMALITY_OF_THE_NASAL_DORSUM,SOX9,1,218,5.4,0.1700520261770943,2332,0.20870021394461574
GOCC_PROTEIN_DNA_COMPLEX,DDIT3,1,219,5.37,0.1707652561616757,2339,0.20894833823630435
HP_ABNORMALITY_OF_THE_METAPHYSIS,EIF2AK3,1,219,5.37,0.1707652561616757,2338,0.20903770878302647
AMUNDSON_RESPONSE_TO_ARSENITE,DDIT3,1,219,5.37,0.1707652561616757,2337,0.20912715581288657
HP_ABNORMALITY_OF_THE_UTERUS,SOX9,1,219,5.37,0.1707652561616757,2336,0.20921667942410782
HP_NEOPLASM_OF_THE_GENITOURINARY_TRACT,SOX9,1,221,5.32,0.17218998586516396,2341,0.210511635859077
RIGGINS_TAMOXIFEN_RESISTANCE_DN,SOX9,1,221,5.32,0.17218998586516396,2340,0.2106015980966236
GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION,"SOX9, HSPA5",2,887,2.65,0.17263024061073523,2343,0.21086971772425275
GOBP_REGULATION_OF_TRANSFERASE_ACTIVITY,"ERN1, INS",2,888,2.65,0.1729358326779478,2347,0.2108829796013151
GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS,NKX6-1,1,222,5.3,0.17290148645873762,2346,0.21093096941385636
GOBP_REGULATION_OF_IMMUNE_RESPONSE,"INS, XBP1",2,887,2.65,0.17263024061073523,2342,0.21095975603241854
GOMF_MAGNESIUM_ION_BINDING,ERN1,1,222,5.3,0.17290148645873762,2345,0.2110209186545446
HP_COLOBOMA,ALDH1A3,1,222,5.3,0.17290148645873762,2344,0.21111094464373167
PEDRIOLI_MIR31_TARGETS_UP,ERN1,1,223,5.28,0.17361241146279283,2350,0.21143775387511193
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,IAPP,1,223,5.28,0.17361241146279283,2349,0.2115277656902993
ZHANG_RESPONSE_TO_IKK_INHIBITOR_AND_TNF_UP,ERN1,1,223,5.28,0.17361241146279283,2348,0.21161785417653878
PHONG_TNF_RESPONSE_VIA_P38_COMPLETE,DDIT3,1,225,5.23,0.17503253644827743,2351,0.2130766139153424
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN,ATF4,1,226,5.21,0.1757417373018997,2352,0.21384900176787286
HP_MALABSORPTION,SLC2A2,1,227,5.18,0.17645036431038902,2354,0.21452886264075335
GOBP_SKELETAL_SYSTEM_MORPHOGENESIS,SOX9,1,227,5.18,0.17645036431038902,2353,0.2146200351280635
HP_ABNORMAL_GRANULOCYTE_COUNT,EIF2AK3,1,228,5.16,0.1771584179090701,2355,0.21529825565000366
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,XBP1,1,229,5.14,0.17786589853295975,2356,0.216066299491227
BENPORATH_MYC_TARGETS_WITH_EBOX,ATF4,1,230,5.12,0.17857280661676636,2362,0.21637399345350777
MARKEY_RB1_ACUTE_LOF_DN,DDIT3,1,230,5.12,0.17857280661676636,2361,0.21646563851638514
GOBP_HORMONE_METABOLIC_PROCESS,ALDH1A3,1,230,5.12,0.17857280661676636,2360,0.21655736124457006
HP_ABNORMALITY_OF_THE_CHEEK,EIF2AK3,1,230,5.12,0.17857280661676636,2359,0.21664916173683144
GOCC_INTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE,"KCNJ11, ABCC8, SLC2A2",3,1737,2.03,0.17891596203044133,2363,0.2166980462679319
COLDREN_GEFITINIB_RESISTANCE_DN,ALDH1A3,1,230,5.12,0.17857280661676636,2358,0.21674104009210574
GOBP_PEPTIDE_METABOLIC_PROCESS,"ATF4, EIF2AK3",2,908,2.59,0.17906911783894874,2364,0.21679180002329582
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE,INS,1,230,5.12,0.17857280661676636,2357,0.21683299640949738
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,INS,1,231,5.09,0.17927914259489064,2365,0.216954294336819
ZWANG_CLASS_3_TRANSIENTLY_INDUCED_BY_EGF,EIF2AK3,1,232,5.07,0.17998490690142543,2369,0.2174406093507301
GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY,EIF2AK3,1,232,5.07,0.17998490690142543,2368,0.21753243393238159
REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT,SOX9,1,232,5.07,0.17998490690142543,2367,0.2176243361013433
GOBP_IMPORT_INTO_CELL,KCNJ11,1,232,5.07,0.17998490690142543,2366,0.21771631595599306
GOBP_MUSCLE_CELL_PROLIFERATION,ERN1,1,233,5.05,0.18069009997015636,2371,0.21810842096777205
GOBP_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY,SOX9,1,233,5.05,0.18069009997015636,2370,0.2182004498373787
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,SOX9,1,234,5.03,0.1813947222345622,2372,0.21886665052079135
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN,ALDH1A3,1,235,5.01,0.18209877412781383,2374,0.2195310410925877
GOBP_MRNA_CATABOLIC_PROCESS,ERN1,1,235,5.01,0.18209877412781383,2373,0.2196235531200182
GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN,EIF2AK3,1,236,4.99,0.18280225608277595,2376,0.22019362664516196
FISCHER_G2_M_CELL_CYCLE,EIF2AK3,1,236,4.99,0.18280225608277595,2375,0.2202863397511178
HP_POLYHYDRAMNIOS,SOX9,1,237,4.96,0.1835051685320065,2378,0.2208544122534073
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN,ATF4,1,237,4.96,0.1835051685320065,2377,0.22094732534228126
GOBP_CELL_CELL_ADHESION,"SOX9, XBP1",2,924,2.55,0.1840038813686964,2379,0.2213615420248882
CONCANNON_APOPTOSIS_BY_EPOXOMICIN_UP,DDIT3,1,238,4.94,0.18420751190775697,2381,0.22142036920621605
MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED,KCNJ11,1,238,4.94,0.18420751190775697,2380,0.2215134029747901
ALFANO_MYC_TARGETS,SOX9,1,239,4.92,0.18490928664197248,2382,0.22217060384942283
SANSOM_APC_MYC_TARGETS,EIF2AK3,1,241,4.88,0.1863111319120502,2383,0.22376099854481227
DESERT_STEM_CELL_HEPATOCELLULAR_CARCINOMA_SUBCLASS_UP,SOX9,1,242,4.86,0.18701120331027354,2384,0.22450757712835692
GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS,"GCK, INS",2,936,2.51,0.18772041810551615,2387,0.22507575895181703
HP_PROPTOSIS,SOX9,1,243,4.84,0.18771070779168492,2386,0.22515844329413337
HP_ABNORMAL_CIRCULATING_CARBOXYLIC_ACID_CONCENTRATION,EIF2AK3,1,243,4.84,0.18771070779168492,2385,0.2252528493500219
GOBP_CELL_CYCLE,"DDIT3, SOX9, INS",3,1779,1.98,0.18804720715852893,2388,0.22537316033823693
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,IAPP,1,244,4.82,0.1884096457867014,2391,0.22552421841971537
UDAYAKUMAR_MED1_TARGETS_DN,EIF2AK3,1,244,4.82,0.1884096457867014,2390,0.22561858001738053
GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION,ALDH1A3,1,244,4.82,0.1884096457867014,2389,0.22571302061177875
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,XBP1,1,245,4.8,0.18910801772543523,2394,0.22607650239356541
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,HSPA5,1,245,4.8,0.18910801772543523,2393,0.2261709764856647
BLUM_RESPONSE_TO_SALIRASIB_UP,ATF4,1,245,4.8,0.18910801772543523,2392,0.22626552956947976
HP_FUNCTIONAL_ABNORMALITY_OF_MALE_INTERNAL_GENITALIA,SOX9,1,246,4.78,0.18980582403769383,2396,0.22672131402165266
GOBP_MESENCHYMAL_CELL_DIFFERENTIATION,SOX9,1,246,4.78,0.18980582403769383,2395,0.2268159784533945
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,ATF4,1,247,4.76,0.1905030651529798,2398,0.22736437550785163
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PROCESS,INS,1,247,4.76,0.1905030651529798,2397,0.22745922923146775
HSIAO_LIVER_SPECIFIC_GENES,SLC2A2,1,249,4.72,0.19189585350912322,2402,0.22864526758664058
GOBP_TELENCEPHALON_DEVELOPMENT,ALDH1A3,1,249,4.72,0.19189585350912322,2401,0.2287404967693089
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,SLC2A2,1,249,4.72,0.19189585350912322,2400,0.22883580530962944
HP_CHOLESTASIS,EIF2AK3,1,249,4.72,0.19189585350912322,2399,0.22893119330684064
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,ABCC8,1,250,4.71,0.19259140160746466,2405,0.22918777189212636
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,XBP1,1,250,4.71,0.19259140160746466,2404,0.22928310790372874
BILD_HRAS_ONCOGENIC_SIGNATURE,ERN1,1,250,4.71,0.19259140160746466,2403,0.2293785232628231
HP_MICROPENIS,SOX9,1,252,4.67,0.19398080778611948,2406,0.2307452501595486
HP_ABNORMALITY_OF_GLOBE_LOCATION,"SOX9, EIF2AK3",2,957,2.46,0.1942543004231929,2407,0.23097457740389615
KOBAYASHI_EGFR_SIGNALING_24HR_DN,SOX9,1,253,4.65,0.19467466672209457,2408,0.23137827913564563
GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION,SOX9,1,254,4.63,0.19536796345910395,2411,0.23191336019077374
GOBP_DNA_PACKAGING,SOX9,1,254,4.63,0.19536796345910395,2410,0.2320095898008114
BROWNE_HCMV_INFECTION_4HR_DN,DDIT3,1,254,4.63,0.19536796345910395,2409,0.23210589930259673
HP_GENERALIZED_HYPOTONIA,"SOX9, ABCC8",2,962,2.45,0.19581532481193512,2412,0.23234803466490808
GOBP_HEART_MORPHOGENESIS,SOX9,1,255,4.61,0.19606069842422078,2413,0.23254277616664726
GOBP_IMMUNE_SYSTEM_DEVELOPMENT,"ATF4, XBP1",2,965,2.44,0.19675288618273934,2416,0.23307399017177155
KAAB_HEART_ATRIUM_VS_VENTRICLE_UP,ABCC8,1,256,4.6,0.19675287204421496,2415,0.23317048438531812
GOBP_POSITIVE_REGULATION_OF_GROWTH,INS,1,256,4.6,0.19675287204421496,2414,0.23326707530677018
FISCHER_DREAM_TARGETS,"ATF4, EIF2AK3",2,968,2.43,0.19769114669664628,2417,0.2340885650996283
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,HSPA5,1,259,4.54,0.19882602909662794,2422,0.234946364688088
HP_GENERALIZED_ABNORMALITY_OF_SKIN,"SLC2A2, EIF2AK3",2,972,2.42,0.1989432329197906,2423,0.23498783847149846
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1,ATF4,1,259,4.54,0.19882602909662794,2421,0.23504340986144118
GOCC_TRANSFERASE_COMPLEX_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS,ERN1,1,259,4.54,0.19882602909662794,2420,0.235140535237417
HP_ABNORMALITY_OF_THE_MENSTRUAL_CYCLE,SOX9,1,259,4.54,0.19882602909662794,2419,0.23523774091548125
HP_ABNORMALITY_OF_EPIPHYSIS_MORPHOLOGY,EIF2AK3,1,259,4.54,0.19882602909662794,2418,0.23533502699526432
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,HSPA5,1,261,4.51,0.20020533488313733,2424,0.23638105133479334
GOBP_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS,ERN1,1,262,4.49,0.20089414937763994,2428,0.23680356487594953
BOQUEST_STEM_CELL_UP,SOX9,1,262,4.49,0.20089414937763994,2427,0.2369011353600352
HP_ABNORMALITY_OF_THE_OVARY,SOX9,1,262,4.49,0.20089414937763994,2426,0.2369987862814532
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,"INS, ABCC8",2,978,2.41,0.20082361729933687,2425,0.23701327534461944
HP_ABNORMALITY_OF_THE_AUTONOMIC_NERVOUS_SYSTEM,GCK,1,263,4.47,0.2015824055059499,2431,0.2373216143801023
GOBP_T_CELL_DIFFERENTIATION,XBP1,1,263,4.47,0.2015824055059499,2430,0.23741927759589657
HP_ABNORMAL_CONNECTION_OF_THE_CARDIAC_SEGMENTS,EIF2AK3,1,263,4.47,0.2015824055059499,2429,0.23751702122603074
HP_OSTEOPENIA,SLC2A2,1,265,4.44,0.2029572443611099,2433,0.23874378683168787
DURCHDEWALD_SKIN_CARCINOGENESIS_DN,ALDH1A3,1,265,4.44,0.2029572443611099,2432,0.2388419545071943
GOBP_SENSORY_PERCEPTION,"DDIT3, IAPP",2,987,2.38,0.20364912886573605,2437,0.23916446730149224
KOYAMA_SEMA3B_TARGETS_UP,PDX1,1,266,4.42,0.20364382793576727,2436,0.23925641853537188
GOBP_CELL_FATE_COMMITMENT,SOX9,1,266,4.42,0.20364382793576727,2435,0.2393546757914439
HOSHIDA_LIVER_CANCER_SUBCLASS_S3,SLC2A2,1,266,4.42,0.20364382793576727,2434,0.23945301378478467
GOBP_CHROMATIN_REMODELING,SOX9,1,267,4.41,0.20432985483984603,2439,0.23976713593753152
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS,INS,1,267,4.41,0.20432985483984603,2438,0.2398654817685149
HP_DECREASED_FERTILITY,SOX9,1,268,4.39,0.20501532549649853,2441,0.2403743799963043
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,INS,1,268,4.39,0.20501532549649853,2440,0.24047289408646672
GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,HSPA5,1,269,4.37,0.20570024032857642,2444,0.24088137799524786
GOBP_POSITIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,NKX6-1,1,269,4.37,0.20570024032857642,2443,0.24097997864117304
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP,SOX9,1,269,4.37,0.20570024032857642,2442,0.241078660041108
GOMF_CARBOHYDRATE_BINDING,GCK,1,270,4.36,0.2063845997586313,2445,0.24158393640458192
GOCC_ENDOSOME,"DDIT3, INS",2,996,2.36,0.20648035392221092,2446,0.24159720888199823
HP_ABNORMALITY_OF_NEUTROPHILS,EIF2AK3,1,271,4.34,0.2070684042089154,2448,0.24208732550895257
HP_UPSLANTED_PALPEBRAL_FISSURE,EIF2AK3,1,271,4.34,0.2070684042089154,2447,0.24218625780380706
MARTINEZ_RESPONSE_TO_TRABECTEDIN_DN,XBP1,1,272,4.33,0.20775165410138063,2449,0.2427869473410173
GOBP_CELL_MORPHOGENESIS,"NKX6-1, ATF4",2,1004,2.34,0.20900160732734324,2450,0.24414800006973728
GOBP_SKIN_DEVELOPMENT,SOX9,1,274,4.29,0.20911649189916734,2451,0.24418253766438877
HP_DIFFICULTY_WALKING,EIF2AK3,1,276,4.26,0.2104791165216246,2452,0.24567342230215725
GOBP_DEVELOPMENTAL_PROCESS_INVOLVED_IN_REPRODUCTION,"SOX9, HSPA5",2,1010,2.33,0.2108952926610441,2453,0.24605883717729643
HP_ABNORMAL_NASAL_BRIDGE_MORPHOLOGY,"SOX9, EIF2AK3",2,1012,2.33,0.21152703069317663,2454,0.2466953389746828
HP_ABNORMAL_LIP_MORPHOLOGY,"KCNJ11, ABCC8",2,1015,2.32,0.212475106947828,2455,0.24770010431148012
BHAT_ESR1_TARGETS_VIA_AKT1_UP,XBP1,1,281,4.19,0.21387601750578875,2456,0.2492317435266968
GOBP_RNA_CATABOLIC_PROCESS,ERN1,1,282,4.17,0.21455374496166393,2457,0.2499197468784217
GOCC_LATE_ENDOSOME,DDIT3,1,283,4.16,0.2152309224814758,2460,0.2504028049357657
GOCC_SECRETORY_VESICLE,"INS, ABCC8",2,1024,2.3,0.21532263634385904,2461,0.2504077144315825
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,XBP1,1,283,4.16,0.2152309224814758,2459,0.2505046360886473
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS,SOX9,1,283,4.16,0.2152309224814758,2458,0.2506065500984474
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS,"GCK, INS",2,1026,2.29,0.21595607727237204,2463,0.2509404357099183
HP_ABNORMAL_PALATE_MORPHOLOGY,"SOX9, EIF2AK3",2,1026,2.29,0.21595607727237204,2462,0.2510423611509053
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,XBP1,1,285,4.13,0.21658362938610098,2466,0.2513634822802194
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,INS,1,285,4.13,0.21658362938610098,2465,0.2514654552953432
PASQUALUCCI_LYMPHOMA_BY_GC_STAGE_UP,XBP1,1,285,4.13,0.21658362938610098,2464,0.2515675110807715
HP_ENCEPHALOPATHY,EIF2AK3,1,287,4.1,0.21793414156307683,2468,0.25272589673967827
HP_ABNORMAL_CONJUGATE_EYE_MOVEMENT,"ABCC8, EIF2AK3",2,1032,2.28,0.2178577912810625,2467,0.2527397643479533
NUYTTEN_EZH2_TARGETS_UP,"DDIT3, HSPA5",2,1033,2.28,0.21817494332591394,2469,0.25290266820525137
HP_ABNORMALITY_OF_GLOBE_SIZE,ALDH1A3,1,289,4.07,0.2192824623510685,2472,0.2538779964598536
HADDAD_B_LYMPHOCYTE_PROGENITOR,EIF2AK3,1,289,4.07,0.2192824623510685,2471,0.25398073947744154
GABRIELY_MIR21_TARGETS,EIF2AK3,1,289,4.07,0.2192824623510685,2470,0.2540835656877563
HP_DERMATOLOGICAL_MANIFESTATIONS_OF_SYSTEMIC_DISORDERS,EIF2AK3,1,290,4.06,0.21995580201623163,2474,0.2544516998263763
GRADE_COLON_AND_RECTAL_CANCER_UP,SOX9,1,290,4.06,0.21995580201623163,2473,0.2545545917389628
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,XBP1,1,291,4.04,0.2206285950840005,2477,0.2549208878201088
GOBP_REGULATION_OF_EPITHELIAL_CELL_MIGRATION,SOX9,1,291,4.04,0.2206285950840005,2476,0.2550238445599392
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,XBP1,1,291,4.04,0.2206285950840005,2475,0.25512688449713516
HP_ABNORMALITY_OF_THE_RIBS,SOX9,1,292,4.03,0.2213008419703759,2478,0.2555944349149378
HP_FEEDING_DIFFICULTIES,"KCNJ11, ABCC8",2,1044,2.25,0.2216672627913442,2479,0.25591436309351634
REACTOME_METABOLISM_OF_CARBOHYDRATES,GCK,1,293,4.02,0.22197254309106304,2481,0.25606022504096027
WANG_MLL_TARGETS,NKX6-1,1,293,4.02,0.22197254309106304,2480,0.2561634751317026
REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS,ALDH1A3,1,295,3.99,0.2233143096967181,2482,0.25750425235777885
ENK_UV_RESPONSE_EPIDERMIS_UP,ALDH1A3,1,296,3.97,0.22398437601162072,2484,0.2580689549699108
GOBP_MITOTIC_NUCLEAR_DIVISION,INS,1,296,3.97,0.22398437601162072,2483,0.25817288930537996
GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT,NKX6-1,1,297,3.96,0.22465389822070533,2485,0.25873619988235763
GOBP_MULTI_ORGANISM_REPRODUCTIVE_PROCESS,"SOX9, ABCC8",2,1054,2.23,0.2248476715085441,2486,0.2588552034824832
HP_ABNORMAL_JOINT_MORPHOLOGY,"SOX9, EIF2AK3",2,1057,2.23,0.22580278304876494,2487,0.2598502473202916
HP_HYPERTONIA,"ABCC8, EIF2AK3",2,1058,2.22,0.22612125226000945,2488,0.2601121478971652
GOCC_NUCLEAR_MEMBRANE,ERN1,1,300,3.92,0.22665920435388617,2490,0.2605215433175993
HP_ABNORMAL_MALE_REPRODUCTIVE_SYSTEM_PHYSIOLOGY,SOX9,1,300,3.92,0.22665920435388617,2489,0.26062621247923756
HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_FEET,SOX9,1,301,3.91,0.227326554279063,2492,0.26107889179240706
GOMF_MOLECULAR_FUNCTION_REGULATOR,"DDIT3, INS, IAPP",3,1953,1.81,0.22724440951718036,2491,0.26108932157293063
GOBP_MESENCHYME_DEVELOPMENT,SOX9,1,302,3.9,0.2279933621666337,2493,0.26173967209021487
HP_CONSTITUTIONAL_SYMPTOM,"DDIT3, GCK",2,1066,2.21,0.2286707407036857,2494,0.2624120528845022
GOBP_REGULATION_OF_CELL_CYCLE,"SOX9, INS",2,1068,2.2,0.22930858409659513,2495,0.2630385441621063
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,INS,1,305,3.86,0.2299905377298516,2496,0.26371511177196927
HP_APNEA,SOX9,1,306,3.84,0.23065518159167386,2497,0.2643712974430799
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,INS,1,307,3.83,0.23131928547676295,2498,0.2650263390850663
REACTOME_LEISHMANIA_INFECTION,IAPP,1,308,3.82,0.23198284979641434,2501,0.26546777933520105
HP_ABNORMALITY_OF_THE_PITUITARY_GLAND,SOX9,1,308,3.82,0.23198284979641434,2500,0.26557396644693515
HP_HIGH_FOREHEAD,SOX9,1,308,3.82,0.23198284979641434,2499,0.26568023854235207
GOBP_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION,"ATF4, EIF2AK3",2,1078,2.18,0.23250051401788563,2503,0.265847571362041
HP_FOCAL_ONSET_SEIZURE,KCNJ11,1,309,3.81,0.23264587496163172,2504,0.26590754558314295
HP_INVOLUNTARY_MOVEMENTS,"GCK, ABCC8",2,1078,2.18,0.23250051401788563,2502,0.2659538253873656
GOBP_MACROAUTOPHAGY,ERN1,1,310,3.8,0.23330836138312644,2506,0.26645192748543806
HP_TALIPES_EQUINOVARUS,SOX9,1,310,3.8,0.23330836138312644,2505,0.2665582955203624
FISCHER_DIRECT_P53_TARGETS_META_ANALYSIS,ALDH1A3,1,311,3.78,0.23397030947131772,2507,0.2671013265683731
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,SOX9,1,313,3.76,0.2352925922880084,2511,0.26818295465084824
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,DDIT3,1,313,3.76,0.2352925922880084,2510,0.26828980044951395
GOBP_AGING,PDX1,1,313,3.76,0.2352925922880084,2509,0.26839673141820647
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,XBP1,1,313,3.76,0.2352925922880084,2508,0.2685037476588038
HP_ABDOMINAL_PAIN,DDIT3,1,315,3.73,0.23661272668922476,2515,0.2692586973298454
GOBP_PROTEIN_TARGETING,HSPA5,1,315,3.73,0.23661272668922476,2514,0.26936580102806734
GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS,HSPA5,1,315,3.73,0.23661272668922476,2513,0.2694729899660013
LI_INDUCED_T_TO_NATURAL_KILLER_UP,XBP1,1,315,3.73,0.23661272668922476,2512,0.26958026424544634
HP_ABNORMAL_FEMALE_REPRODUCTIVE_SYSTEM_PHYSIOLOGY,SOX9,1,316,3.72,0.23727198925698084,2517,0.26979437157468383
HP_ABNORMAL_TRACHEOBRONCHIAL_MORPHOLOGY,SOX9,1,316,3.72,0.23727198925698084,2516,0.26990160304192334
GOBP_CELL_ACTIVATION,"INS, XBP1",2,1095,2.15,0.2379365437023826,2520,0.2702279317762774
GOMF_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING,HSPA5,1,317,3.71,0.23793071594782783,2519,0.27032858636073176
GOMF_ANION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,SLC2A2,1,317,3.71,0.23793071594782783,2518,0.2704359448144096
HP_OCULAR_ANTERIOR_SEGMENT_DYSGENESIS,MAFA,1,318,3.7,0.2385889071701461,2521,0.27086134562513214
